date_added,company,vertical,type,region,city,country,signal,score,status,solutions,est_value,source_url,notes
2026-07-15,BetMGM,iGaming,客戶,美國,,美國,7/14 DownDetector 用戶回報大量宕機(原因未明),C,new,DDoS高防;CDN;雲主機;SMS-OTP,50k+/月(大型),https://community.designtaxi.com/topic/33104-is-betmgm-down-july-14-2026/,非核心巨頭僅觀察
2026-07-15,Tonybet,iGaming,客戶,歐洲/加拿大,,歐洲,"7/13-14 取得 Alberta iGaming 牌照,中型營運商擴張",C,new,DDoS高防;CDN;雲主機;SMS-OTP,5k–30k/月,https://g3newswire.com/tonybet-secures-alberta-igaming-license-as-regulated-market-opens/,地區非核心
2026-07-15,Koom Games,iGaming,ISV,待查,,待查,7/14 新遊戲工作室透過 Tequity RGS 平台出內容,C,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://g3newswire.com/tequity-agrees-rgs-deal-to-power-delivery-for-ambitious-new-studio-koom-games/,小型 ISV 觀察
2026-07-15,快出海(kchuhai),遊戲出海,合作夥伴,中國,,中國,中國出海服務對接平台(含東南亞遊戲出海需求版),C,new,CDN;雲主機;SMS-OTP,轉介型(間接),https://www.kchuhai.com/tags/youxichuhai,管道型夥伴觀察
2026-07-16,Amity Solutions(企業 AI),AI,客戶,新加坡,新加坡,新加坡,7 月上旬:完成 $100M Series D 後在新加坡開設區域總部+AI 研究中心,A,new,模型折扣;GPU;雲主機;CDN,3k–15k/月(模型折扣起步),https://fintechnews.sg/133840/ai/amity-enterprise-ai-singapore-hq/,核心地區+新據點基建選型中;與 Amity Robotics 為不同公司
2026-07-16,PhilWeb,iGaming,客戶+ISV,菲律賓,馬尼拉?(待查),菲律賓,"7/9 獨家簽 Pragmatic Play,Q3 內以自建託管基建+API 向全菲持牌營運商分發",B,new,DDoS高防;CDN;雲主機;SMS-OTP,50k+/月(大型),https://agbrief.com/news/philippines/09/07/2026/philweb-secures-exclusive-pragmatic-play-gaming-services-partnership/,"基建擴容在即;上市公司;7/25 新訊號:正式推聚合分發業務(NUSTAR 首批客戶),聚合商屬性坐實"
2026-07-16,Video Rebirth,AI,客戶,新加坡+香港,香港,香港,"騰訊前 AI 負責人創辦 world model 公司,已募 $80M,7 月正募新一輪",B,new,模型折扣;GPU;雲主機;CDN,3k–15k/月(模型折扣起步),https://www.forbes.com/sites/zinnialee/2026/06/24/singapore-video-startup-founded-by-tencents-former-ai-head-bets-big-on-world-models/,核心地區;影片世界模型=GPU 重度戶
2026-07-16,九州文化,串流(短劇),客戶,中國(深圳),深圳,中國,"結構型:深圳短劇出海頭部(深發改委點名),多平台全球分發",B,new,CDN;直播加速;雲主機;SMS行銷,10k–60k/月(頻寬大戶),https://fgw.sz.gov.cn/ztzl/qtztzl/szscjmyjjfzzhfwpt/hwtz/sjal/content/post_12657567.html,短劇出海=頻寬大戶
2026-07-16,山海(Shanhai),串流(短劇),客戶,中國(深圳),深圳,中國,結構型:深圳短劇出海頭部企業之一,B,new,CDN;直播加速;雲主機;SMS行銷,10k–60k/月(頻寬大戶),https://fgw.sz.gov.cn/ztzl/qtztzl/szscjmyjjfzzhfwpt/hwtz/sjal/content/post_12657567.html,同上
2026-07-16,Unifi TV(馬來西亞電信),賽事,客戶,馬來西亞,吉隆坡?(待查),馬來西亞,世界盃官方轉播方之一(日票模式);決賽 7/19 流量高峰倒數;Astro 退出後承接全國需求,B,new,直播加速;CDN;DDoS高防,10k–50k/月,https://www.malaymail.com/news/malaysia/2026/06/07/how-malaysians-can-watch-the-fifa-world-cup-2026-a-complete-guide/221841,核心地區;決賽保障快打窗口 3 天
2026-07-16,無限進制,串流(短劇),客戶,中國(深圳),深圳,中國,深圳短劇出海企業(深發改委點名),C,new,CDN;直播加速;雲主機;SMS行銷,10k–60k/月(頻寬大戶),https://fgw.sz.gov.cn/ztzl/qtztzl/szscjmyjjfzzhfwpt/hwtz/sjal/content/post_12657567.html,觀察
2026-07-16,雷霆信息,串流(短劇),客戶,中國(深圳),深圳,中國,深圳短劇出海企業(深發改委點名),C,new,CDN;直播加速;雲主機;SMS行銷,10k–60k/月(頻寬大戶),https://fgw.sz.gov.cn/ztzl/qtztzl/szscjmyjjfzzhfwpt/hwtz/sjal/content/post_12657567.html,觀察
2026-07-16,時刻互動,串流(短劇),客戶,中國(江西),南昌?(待查),中國,6 月獲全國首筆短劇貸 ¥1000 萬(工行/贛江新區),C,new,CDN;直播加速;雲主機;SMS行銷,10k–60k/月(頻寬大戶),https://finance.sina.com.cn/jjxw/2026-07-10/doc-inihinfw3870927.shtml,短劇製作方資金活水訊號
2026-07-16,Merkur Group,iGaming,ISV,歐洲,,歐洲,收購 White Hat Studios(遊戲內容工作室),C,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://g3newswire.com/merkur-group-has-bought-white-hat-studios/,歐美體系觀察
2026-07-16,InstaLILY AI,AI,客戶,美國,,美國,7/15 完成 $60M Series B(Energize Capital 領投),C,new,模型折扣;GPU;雲主機;CDN,3k–15k/月(模型折扣起步),https://www.alleywatch.com/2026/07/the-alleywatch-startup-daily-funding-report-7-15-2026/,地區非核心觀察
2026-07-17,AIsphere(愛詩科技/PixVerse),AI,客戶,新加坡+北京+上海,北京,中國,"7/13 宣布 $439M Series C 延伸(阿里等參投,估值 $2B+);PixVerse 1 億用戶 175 國,開發即時世界模型 R1 與 AI 遊戲引擎",A,new,模型折扣;GPU;雲主機;CDN,50k+/月(大型),https://techcrunch.com/2026/07/13/video-generation-startup-pixverse-raises-439m-valuation-soars-past-2b/,核心地區;訓練+推理+全球分發三重需求;切入=就近推理+CDN 一體方案
2026-07-17,聲通科技,AI,客戶,中國/香港上市,香港,香港,"7/10 港股上市(交互式 AI 第一股),募資 HK$6.64 億,首日市值 HK$47.8 億",B,new,模型折扣;GPU;雲主機;CDN,50k+/月(大型),https://www.hktop100rc.org/zh-hk/research/professor/1000234/668f38c0bde0b306eb47bf4c,上市=擴張資金到位;交互式 AI=持續推理用量
2026-07-17,如祺出行,AI,客戶,中國/香港上市,香港,香港,"7/10 港股上市(Robotaxi 第一股),募資 HK$10.5 億",B,new,模型折扣;GPU;雲主機;CDN,50k+/月(大型),https://www.hktop100rc.org/zh-hk/research/professor/1000234/668f38c0bde0b306eb47bf4c,自動駕駛雲端算力/資料回傳需求大
2026-07-17,Century Entertainment(世紀娛樂國際),iGaming,客戶,香港/菲律賓,香港,香港,"6/28 遊戲平台於菲律賓 7 場館上線(27 款),年底擴至 56 款(超 14 天窗,結構型已註明);香港上市公司",B,new,DDoS高防;CDN;雲主機;SMS-OTP,50k+/月(大型),https://asgam.com/2026/06/28/century-entertainment-launches-gaming-platform-with-27-games-across-seven-gaming-venues-in-the-philippines/,擴張期平台
2026-07-17,Mediacorp(mewatch),賽事,客戶,新加坡,新加坡,新加坡,世界盃決賽 7/19 於 Channel 5+mewatch 免費串流;決賽流量高峰倒數 2 天,B,new,直播加速;CDN;DDoS高防,10k–50k/月,https://www.theasianaffairs.com/watch-world-cup-final-free-southeast-asia/,核心地區;災備/擴容快打窗口
2026-07-17,月之暗面(Moonshot AI),AI,客戶,中國(北京),北京,中國,"8/16 復活升級:完成 F 輪 $35 億(估值 $350 億,超募 3 倍提前關閉);G 輪 Pre-IPO 提前啟動(投前 $500 億);K3 全球最大開源模型;ARR $2 億;規劃重組赴香港 IPO",B,new,模型折扣;GPU;雲主機;CDN,50k+/月(大型),https://udn.com/news/story/7333/9658733,"體量大;觀察 Kimi 國際版佈局;7/24 傳 $20 億新輪、估值破 $200 億(美團龍珠領投);8/16 C→B:香港 IPO 重組=香港實體基建需求;算力極大戶,模型折扣線+GPU 線並進"
2026-07-17,JAS(Jasmine International),賽事,客戶,泰國,曼谷?(待查),泰國,"泰國世界盃獨家轉播方,決賽 7/19 高峰",C,new,直播加速;CDN;DDoS高防,10k–50k/月,https://www.theasianaffairs.com/watch-world-cup-final-free-southeast-asia/,地區非核心
2026-07-17,耀客傳媒,AI×串流,客戶,中國,,中國,"AI 演員正式出道,AI 短劇量產(AIGC 算力需求);訊號日期較舊",C,new,CDN;直播加速;雲主機;SMS行銷,10k–60k/月(頻寬大戶),https://tw.news.yahoo.com/%E7%95%B6%E5%BD%B1%E5%83%8F%E6%B5%81%E6%B0%B4%E7%B7%9A%E8%B5%B0%E5%88%B0%E6%A5%B5%E8%87%B4-%E4%B8%AD%E5%9C%8Bai%E7%9F%AD%E5%8A%87%E6%98%AF%E6%80%8E%E6%A8%A3%E7%85%89%E6%88%90%E7%9A%84-232515919.html,結構型觀察
2026-07-17,聿瀟傳媒,AI×串流,客戶,中國,,中國,簽下 6 位 AI 藝人(真人數位分身路線),C,new,CDN;直播加速;雲主機;SMS行銷,10k–60k/月(頻寬大戶),https://tw.news.yahoo.com/%E7%95%B6%E5%BD%B1%E5%83%8F%E6%B5%81%E6%B0%B4%E7%B7%9A%E8%B5%B0%E5%88%B0%E6%A5%B5%E8%87%B4-%E4%B8%AD%E5%9C%8Bai%E7%9F%AD%E5%8A%87%E6%98%AF%E6%80%8E%E6%A8%A3%E7%85%89%E6%88%90%E7%9A%84-232515919.html,結構型觀察
2026-07-17,Chai Discovery,AI,客戶,美國,,美國,"7/14 完成 $400M Series C(Index/KP/紅杉),AI 藥物研發",C,new,模型折扣;GPU;雲主機;CDN,3k–15k/月(模型折扣起步),https://www.crescendo.ai/news/latest-vc-investment-deals-in-ai-startups,GPU 重但地區非核心
2026-07-18,英矽智能(Insilico Medicine),AI,客戶,香港,香港,香港,"結構型:2025/12/30 港股上市募 HK$22.77 億,15% 投生成式 AI 模型、12% 自動化實驗室(訊號較舊已註明)",B,new,模型折扣;GPU;雲主機;CDN,50k+/月(大型),https://www.fiercebiotech.com/medtech/ai-drug-designer-insilico-medicine-aims-generate-300m-hong-kong-ipo,GPU 訓練/推理有預算科目
2026-07-18,閱文集團,AI×串流(短劇),客戶,中國/香港上市,香港,香港,"6/3 報導:AI 短劇出海爆發(行業營收翻 1200 倍),閱文入局;IP 庫+AI 短劇出海(14 天窗外,結構型已註明)",B,new,CDN;直播加速;雲主機;SMS行銷,10k–60k/月(頻寬大戶),https://finance.sina.com.cn/jjxw/2026-06-03/doc-iniacaew1066881.shtml,"AIGC 算力+全球分發需求;7/24 補強:AI 漫劇收入破億,ToonScroll 年內上線 1000+ 部;8/14 補強:AI 漫劇出海加速,海外上線 ToonScroll,年內計畫上線超千部"
2026-07-18,Fireworks AI,AI,客戶,美國,,美國,"7/17 完成 $1.5B Series D(估值 $17.5B),企業推理雲",C,new,模型折扣;GPU;雲主機;CDN,3k–15k/月(模型折扣起步),https://news.crunchbase.com/venture/biggest-funding-rounds-ai-defense-fintech-robotics/,同業;觀察亞太供給合作/轉售
2026-07-18,Betsson,iGaming,客戶,歐洲,,歐洲,"7/17 H1 財報創紀錄(€595.5M),寄望世界盃拉動 H2",C,new,DDoS高防;CDN;雲主機;SMS-OTP,5k–30k/月,https://sbcnews.co.uk/igaming/2026/07/17/betsson-world-cup-betting/,歐洲大型非核心
2026-07-18,佑駕創新(MINIEYE),AI,客戶,中國(深圳),深圳,中國,港股遞表排隊中(智駕方案商),C,new,模型折扣;GPU;雲主機;CDN,50k+/月(大型),https://www.hktop100rc.org/zh-hk/research/professor/1000234/668f38c0bde0b306eb47bf4c,上市完成時升級接觸
2026-07-18,賽目科技,AI,客戶,中國,,中國,"港股遞表排隊中(自動駕駛仿真測試,GPU 需求)",C,new,模型折扣;GPU;雲主機;CDN,50k+/月(大型),https://www.hktop100rc.org/zh-hk/research/professor/1000234/668f38c0bde0b306eb47bf4c,上市完成時升級接觸
2026-07-22,Acrab,AI,客戶,新加坡,新加坡,新加坡,"8/6 官宣 $130M Series B(Vertex SEA+Vertex Growth,累計 $480M),GΞLIX 1 Agent Box 商業化、年內產生營收;前訊號:7/13 $350M",A,new,模型折扣;GPU;雲主機;CDN,10k–50k/月(B 輪後擴張期),https://technode.global/2026/08/06/singapores-ai-company-acrab-raises-further-130m-series-b-to-scale-edge-ai-platform-after-350m-funding/,8/8 舊Lead新訊號 B→A;CEO Ken Phua(前 Arm 中國聯席 CEO)LinkedIn 直達;開場訊息三版見 8/8 日報
2026-07-22,Emergent,AI,客戶,印度,,印度,"$130M Series C(Creaegis 領投,估值 $1.5B),AI coding 平台",C,new,模型折扣;GPU;雲主機;CDN,3k–15k/月(模型折扣起步),https://techstartups.com/2026/07/20/venture-capital-startup-funding-roundup-july-20-2026/,地區非核心觀察
2026-07-22,Sony LIV(亞運印度轉播),賽事,客戶,印度,,印度,SPNI 取得 2026 亞運(9/19-10/4)印度獨家轉播+串流權,C,new,直播加速;CDN;DDoS高防,10k–50k/月,https://www.medianews4u.com/sony-pictures-networks-india-secures-exclusive-broadcast-rights-for-20th-asian-games-aichi-nagoya-2026/,亞運轉播方名單首筆;非核心
2026-07-23,Meshy,AI,客戶,美國(Sunnyvale;華人團隊),,美國,"7/21 宣布近 $400M Series B(估值 $1.5B,IDG/經緯/Monolith 領投),AI 3D 生成、1200 萬用戶",B,new,GPU;模型折扣;CDN,10k–50k/月,https://www.prnewswire.com/news-releases/meshy-raises-nearly-400-million-at-a-1-5-billion-valuation-the-largest-round-to-date-in-ai-3d-302828384.html,"3D 生成=GPU 無底洞;創辦人胡淵鳴(MIT/太極圖形),可中文溝通"
2026-07-23,崑崙萬維,AI×串流(短劇),客戶,中國(北京),北京,中國,"結構型:短劇+AI 短劇平台(DramaWave)年收 ¥16.17 億、年增 865%,ARR 破 $400M(年報數據已註明)",B,new,CDN;直播加速;雲主機;SMS行銷,50k+/月(大型),https://www.21jingji.com/article/20260517/herald/1a483d2c4b1f0622a50b4554d9531199.html,出海頻寬+AIGC 算力大戶;8/6 補強:宣布投入 $5 億於海外短劇(thenextweb 8月報導)
2026-07-23,Humanoid,AI,客戶,英國(倫敦),,英國,"7/21 宣布 $152M Series A,人形機器人",C,new,模型折扣;GPU;雲主機;CDN,3k–15k/月(模型折扣起步),https://techstartups.com/2026/07/21/venture-capital-startup-funding-roundup-july-21-2026-bosch-tiger-global-finsight-ventures-atreides-management-and-coinbase/,地區非核心觀察
2026-07-24,有線寬頻 i-CABLE(HOY),賽事,客戶,香港,香港,香港,"取得 2026 亞運(9/19-10/4)香港獨家轉播權(連續第 8 屆),HOY 串流多平台分發;賽前採購窗口 8 月中開啟",A,new,直播加速;CDN;DDoS高防,10k–50k/月,https://www.i-cablecomm.com/newsroom/i-cable-clinches-exclusive-broadcast-rights-for-the-20th-asian-games-aichi-nagoya-2026-in-hk-bringing-asian-games-excitement-to-hk-people-for-the-eighth-consecutive-edition,"8/13 B→A(亞運賽前窗口,連8屆獨家);決策人待查(2026/1 行政總裁變動,查港交所公告);與 ELTA 打包「亞運港台雙市場」話術;指引見 8/13 日報"
2026-07-24,ELTA 愛爾達,賽事,客戶,台灣(台北),台北,台灣,"取得 2026 名古屋亞運全台轉播總代理權;9/19 開幕(8/13 時距 37 天),OTT 方案與分授權賽前公布 → 賽前 4–8 週採購窗口正中",A,new,直播加速;CDN;DDoS高防,10k–50k/月,https://www.managertoday.com.tw/articles/view/72533,8/13 B→A(亞運賽前窗口);決策人:陳怡君(董事長暨執行長);開場訊息三版見 8/13 日報
2026-07-24,Hami Video(中華電信),賽事,客戶,台灣(台北),台北,台灣,台灣世界盃轉播平台之一;電信系自有資源多,C,new,直播加速;CDN;DDoS高防,10k–50k/月,https://www.worldcupfifa.com.tw/post/world-cup-2026-watch-online-taiwan-elta,觀察
2026-07-24,三維通信,AI,客戶,中國(杭州),杭州,中國,7/10 半年報預告淨利 ¥4000-5500 萬、年增 1429-2002%;暴增業務線待查,C,new,雲主機;CDN,3k–10k/月,https://www.cls.cn/detail/2381988,上市通信服務商;業務性質待查
2026-07-24,EveryMatrix(SlotMatrix),iGaming,ISV,馬爾他/歐洲(亞洲有據點),,歐洲,"結構型:市場最大內容聚合商,SlotMatrix 22,500+ 遊戲/300+ studio;綁定=帶整批營運商",B,new,DDoS高防;CDN;雲主機;SMS-OTP,50k+/月(大型),https://igamingexpress.com/casino-games-aggregators/,聚合龍頭;下游營運商海量
2026-07-24,Slotegrator(APIgrator),iGaming,ISV,歐洲/亞洲,,歐洲,"結構型:APIgrator 單一整合接 30,000+ 遊戲/180+ 開發商;已在庫(Slotegrator)此為其聚合產品線補強",B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://www.thegamblest.com/best-casino-game-aggregators/,與現有 Slotegrator 同源;聚合線
2026-07-24,Hub88,iGaming,ISV,馬爾他/全球,,馬爾他,"結構型:API-first 聚合平台,主打快速整合與輕量基建 → 基建成本敏感、正對味多雲比價",B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://igamingexpress.com/casino-games-aggregators/,API-first;輕量基建=價格敏感;8/8 補強:8/4 與 Whoah Labs 簽全球分發約
2026-07-24,NuxGame,iGaming,ISV,歐洲(亞洲客群),,歐洲,"結構型:17,500+ 遊戲/140+ 供應商,支援 180+ 幣別含加密;含 SmartSoft 等整合",B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://nuxgame.com/games/smartsoft-gaming,聚合+白牌;加密友善
2026-07-24,Uplatform,iGaming,ISV,亞洲聚焦,,亞洲,"結構型:明確主打 iGaming Asia 的聚合+體育平台,亞洲下游客群密集",B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://uplatform.com/igaming-asia,亞洲聚焦=地區契合
2026-07-24,VeliGames,iGaming,ISV,亞洲,,亞洲,結構型:專營亞洲市場的線上賭場內容聚合軟體,B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://veligames.io/asia/,"亞洲聚合商;地區契合;8/4 補強:Veli Asia Victory System 1 天上線、35000+ 遊戲/160+ 供應商,SiGMA Asia 2026 最佳 Crash 組合"
2026-07-24,Digitain Asia,iGaming,ISV,亞洲,,亞洲,結構型:Digitain 亞洲分支的遊戲聚合產品線;亞洲下游營運商,B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://digitainasia.com/en/products/casino-games-aggregator/,亞洲據點;與現有 Digitain 同源
2026-07-24,Future Grid Labs,iGaming,ISV,菲律賓,馬尼拉?(待查),菲律賓,結構型:主打菲律賓市場的 Casino Games API 供應商,C,new,DDoS高防;CDN;雲主機;SMS-OTP,5k–30k/月,https://futuregridlabs.com/casino-games-api-in-philippines/,菲律賓在地聚合;PAGCOR 生態
2026-07-24,SmartSoft Gaming,iGaming,ISV,喬治亞/全球,,全球,"結構型:2015 成立的遊戲供應商(JetX 等),經 NuxGame 等聚合分發",C,new,DDoS高防;CDN;雲主機,10k–50k/月(綁定下游),https://nuxgame.com/games/smartsoft-gaming,內容 studio;透過聚合商觸達
2026-07-24,BlueOcean Gaming(Gamehub),iGaming,ISV,歐洲/全球,,歐洲,"結構型:多供應商 API 聚合(Gamehub),含豐富報表",C,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://www.igamingtoday.com/best-game-aggregators-for-online-casinos-in-2026-the-ultimate-guide/,聚合商觀察
2026-07-25,Alpha Ladder(阿爾法梯),AI,客戶,香港,香港,香港,7/24 香港科創出海分享會首發金融 AI 智能體 AgentX(針對出海企業跨境金融),B,new,模型折扣;GPU;雲主機;CDN,3k–15k/月(模型折扣起步),https://www.prnewswire.com/apac/zh/news-releases/alpha-ladderaiagentx-302833046.html,核心地區;金融 AI=推理需求;產品發表非融資故 B
2026-07-25,Vodlix,賽事,ISV,全球,,全球,"結構型:白牌 OTT 聚合平台商,客戶為自建串流業主(70% 新 OTT 用白牌起步)",B,new,CDN;直播加速;雲主機,10k–50k/月(綁定下游),https://vodlix.com/blog/ott-aggregators,聚合商=帶下游;每客戶建站帶 CDN
2026-07-25,Flicknexs,賽事,ISV,印度/全球,,印度,"結構型:白牌 OTT 平台商,快速上線型",B,new,CDN;直播加速;雲主機,10k–50k/月(綁定下游),https://blog.flicknexs.com/top-10-white-label-ott-platform-providers/,聚合商綁定型
2026-07-25,CrocOTT,賽事,ISV,全球,,全球,結構型:白牌 OTT 平台商(多來源聚合+DRM),C,new,CDN;直播加速;雲主機,10k–50k/月(綁定下游),https://crocott.com/blog/white-label-ott-platform.html,聚合商綁定型觀察
2026-07-26,Hey Seven,iGaming,合作夥伴,美國,,美國,"7/21 揭露 Bettor Capital 種子輪,業界首個 AI-native 玩家開發平台,部署於陸基/線上/全通路營運商",B,new,DDoS高防;CDN;雲主機;SMS-OTP,轉介型(間接),https://www.morningstar.com/news/pr-newswire/20260721fl08379/bettor-capital-backed-hey-seven-from-day-one-funding-the-gaming-industrys-first-ai-native-player-development-platform,地區非核心;綁定即接觸其營運商客群
2026-07-27,小五兄弟(Xiaowu Brothers),AI×串流(短劇),客戶,香港/杭州,香港,香港,"7/21 香港圓桌會宣布成立 AIGC 小組促跨境合作;累計簽約 1 萬+ 部短劇出海、每月增 2-3 千部,香港+杭州雙總部",A,new,CDN;直播加速;GPU;SMS行銷,10k–60k/月(頻寬大戶),https://www.stcn.com/article/detail/4034270.html,核心地區+香港落地擴張;頻寬需求爆量;決策人待查
2026-07-27,Playson,iGaming,ISV,馬爾他(進菲律賓),馬尼拉?(待查),菲律賓,剛獲 PAGCOR 批准於菲律賓分發;PAGCOR 7/31 令全體 B2B 供應商完成認證,B,new,DDoS高防;CDN;雲主機,10k–50k/月(綁定下游),https://agbrief.com/news/27/05/2026/pagcor-sets-july-deadline-for-b2b-accreditation/,進菲擴張期;認證期一併檢視基建;8/1 更正:PAGCOR 截止延至 9/30
2026-07-27,EGT Digital(X-Nave),iGaming,ISV,保加利亞(亞洲擴張),,歐洲,"模組化平台 X-Nave 含聚合器(20000+ 遊戲/200+ 供應商),亞洲主題方案主攻 SiGMA Asia",B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://asgam.com/2026/06/02/egt-to-present-its-high-potential-asian-themed-solutions-at-sigma-asia-2026/,聚合商=帶下游
2026-07-27,廣州某短劇出海企業(待補名),AI×串流(短劇),客戶,中國(廣州),廣州,中國,"AI 短劇出海訂單年增 5 倍、預估全年 50 倍,海外單集收益高 40-50%;無具名待補",C,new,CDN;直播加速;GPU;SMS行銷,10k–60k/月(頻寬大戶),https://www.stcn.com/article/detail/4034270.html,"待補公司名再升級;8/14 補強:AI 短劇出海訂單激增,成片年增 5 倍、全年預計 50 倍(cls.cn/detail/2381988)"
2026-07-28,Osome,AI,合作夥伴,新加坡,新加坡,新加坡,"7/27 宣布加強支援下一波選擇新加坡的 AI 公司(設立/財稅/合規 SaaS);OpenAI/Anthropic/騰訊擴新加坡,AI 落地潮",B,new,轉介型(其 AI 客戶→我方 GPU/雲/CDN),轉介型(間接),https://macaubusiness.com/osome-eyes-the-next-wave-of-ai-companies-choosing-singapore/,"落地服務商=夥伴金礦,握一批剛落地選 infra 的 AI 公司"
2026-07-28,Enigmatig / KUNGFULAND,AI×串流,客戶,新加坡,新加坡,新加坡,"7/22 投資功夫喜劇長片(新加坡+加拿大合拍,虛擬製作技術)→ GPU 算繪需求",C,new,GPU;CDN;雲主機,3k–15k/月(模型折扣起步),https://www.globenewswire.com/news-release/2026/07/22/3331064/0/zh-hans/,單片專案先觀察
2026-07-28,Immense Group,iGaming,ISV,全球,,全球,"7/27 入圍 SBC Awards 三獎項;iGaming 服務商,SBC 系活躍",C,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://eegaming.org/latest-news/2026/07/27/143261/immense-group-lands-three-finalist-spots-at-sbc-awards-2026/,結構型觀察
2026-07-29,演语科技(Evoken/LibTV),AI×串流(短劇),客戶,中國,,中國,"AI 短劇生成工具 LibTV(3 月上線),B+ 輪近 $300M、估值破 $20 億;單日營收首月破百萬、5 月達 13 倍,服務近千個短劇團隊(日期未明,結構型已註明)",B,new,GPU;CDN;直播加速;SMS行銷,50k+/月(大型),https://m.thepaper.cn/newsDetail_forward_33442135,"平台型=帶下游近千團隊算力+分發需求;若查證近 7 天升 A;8/6 勘誤:原36kr連結實為AniShort報導,來源更正為澎湃原文"
2026-07-29,智象未来(HiDream),AI×串流,客戶,中國,,中國,"旗下帧赞;4 月完成 B 輪 ¥5 億+,AI 圖像/影片生成(超窗,結構型已註明)",B,new,GPU;模型折扣;雲主機;CDN,50k+/月(大型),https://eu.36kr.com/en/p/3848162036241412,AIGC 算力大戶
2026-07-29,Shortical,AI×串流(短劇),客戶,美國,,美國,"7/1 獲 PvX Partners $100M 用戶獲取融資,短劇 App 月觀看破 2000 萬集、美國品類 Top 10",C,new,CDN;直播加速;GPU;SMS行銷,10k–60k/月(頻寬大戶),https://eu.36kr.com/en/p/3848162036241412,地區非核心觀察
2026-07-29,GoodShort / My Drama,AI×串流(短劇),客戶,美國/東南亞,,美國,"短劇出海平台(美國/東南亞用戶),待補具體訊號",C,new,CDN;直播加速;GPU;SMS行銷,10k–60k/月(頻寬大戶),https://finance.biggo.com/news/DD09cp4BtCxy99G5sLmw,結構型觀察
2026-07-30,GiG(Gaming Innovation Group),iGaming,ISV,馬爾他(進菲律賓/亞洲),馬尼拉?(待查),菲律賓,透過與菲律賓陸基賭場集團協議進軍亞洲 → 新市場平台建置;PAGCOR 認證截止延至 9/30背景,B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://igamingbusiness.com/company-news/gig-enters-asia-via-agreement-with-filipino-land-based-casino-group/,平台商=帶下游;進菲擴張期;8/1 更正:PAGCOR 截止延至 9/30
2026-07-30,ChinaJoy 2026,AI×遊戲,合作夥伴,中國(上海),上海,中國,"7/31-8/3 上海,主打與 AI 同遊,規模創新高;展會挖掘入口",C,new,CDN;雲主機;GPU;SMS-OTP,轉介型(間接),https://finance.sina.com.cn/wm/2026-06-25/doc-inierpqu2437025.shtml,展後掃參展 AI/遊戲出海公司名單
2026-07-31,智冠集團(Wisdom Master/SOFT-WORLD),遊戲出海×AI,合作夥伴,台灣(高雄/台北),台北,台灣,"參展 2026 ChinaJoy,以 AI 整合 12 項數位服務助全球遊戲夥伴出海 → 握出海遊戲開發者客群",B,new,轉介型(其遊戲夥伴→我方 CDN/雲/GPU/SMS),轉介型(間接),https://news.pchome.com.tw/science/leho/20260718/index-78431515746026356005.html,台灣核心地區;同語言同時區最好談
2026-08-03,Vyking,iGaming,ISV,全球(待查),,全球,"iGaming 平台商+遊戲聚合商,單一 API 提供 25000+ 遊戲;剛整合 Vimplay 擴大內容庫",B,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://igamingbusiness.com/company-news/vyking-integrates-vimplay-into-its-casino-aggregation-platform/,聚合商=帶整批下游營運商;總部待查
2026-08-03,TRUEiGTECH(TIGGAMES),iGaming,ISV,全球,,全球,"7/28 推出 TIGGAMES 賭場遊戲開發部門,助營運商自建內容",C,new,DDoS高防;CDN;雲主機;SMS-OTP,10k–50k/月(綁定下游),https://www.yogonet.com/international/news/2026/07/28/125603-trueigtech-launches-tiggames-casino-game-development-division,iGaming 技術商觀察
2026-08-06,八点八數字(AniShort),AI×串流(短劇),客戶+平台(ISV性質),中國(北京),北京,中國,"AI 短劇協作平台 AniShort:6 月官宣近 ¥1 億 A 輪(北京泰中合領投,賽道最大單筆);3 月上線至今 1 萬+ 企業團隊、3 萬+ 專案、核心用戶付費轉化 64.8%;資金投研發+全球擴張+創作者生態(超14天窗,結構型已註明)",B,new,GPU;CDN;雲主機;SMS行銷,50k+/月(大型;平台帶下游),https://eu.36kr.com/en/p/3847088726067715,CEO 耿廣星;平台帶下游1萬+企業團隊;企查查→脈脈→IT桔子(北京泰中合)→微信
